sexo,forma_envio_solicitacao,estado_onde_reside,produto_solicitado,dia_vencimento,tipo_endereco,idade,estado_civil,qtde_dependentes,nacionalidade,qtde_contas_bancarias,renda_mensal_regular,renda_extra,possui_telefone_residencial,possui_email,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,possui_carro,vinculo_formal_com_empresa,meses_no_trabalho,local_onde_reside,tipo_residencia,meses_na_residencia,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,inadimplente
F,presencial,PB,1,25,1,32,2,1,1,1,200.0,0.0,1,0,0,1,0,0,0,1,0,0,581.0,2.0,1.0,2.0,4.0,9.0,3.0,0
F,presencial,PA,1,10,1,19,1,0,1,1,611.0,0.0,0,0,0,0,0,0,0,1,1,0,685.0,2.0,2.0,9.0,2.0,0.0,0.0,0
M,presencial,PA,1,10,1,54,2,1,0,0,1530.0,0.0,1,1,1,1,0,0,0,1,1,0,660.0,1.0,0.0,11.0,2.0,11.0,0.0,1
F,internet,PB,1,20,1,30,1,0,1,0,1800.0,0.0,1,1,0,0,0,0,0,0,0,0,580.0,1.0,1.0,,,,,1
M,presencial,PE,1,5,1,74,4,0,1,1,600.0,0.0,1,0,0,0,0,0,0,1,0,0,513.0,1.0,3.0,0.0,1.0,0.0,0.0,0
F,internet,SP,2,15,1,25,2,0,1,0,649.0,0.0,0,1,1,0,0,0,0,0,0,0,180.0,1.0,5.0,11.0,3.0,12.0,3.0,1
M,internet,RN,1,25,1,19,1,0,1,0,367.0,0.0,1,1,0,0,0,0,0,0,1,0,591.0,1.0,7.0,9.0,2.0,,,0
F,internet,RS,1,15,1,18,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,1,0,956.0,5.0,12.0,9.0,5.0,,,0
F,presencial,SP,2,15,1,64,4,0,1,1,400.0,0.0,0,0,0,0,0,0,0,1,0,0,933.0,1.0,38.0,9.0,5.0,0.0,0.0,0
M,presencial,PE,1,5,1,30,2,2,1,1,817.0,0.0,1,0,0,0,0,0,0,1,1,0,559.0,1.0,22.0,9.0,2.0,0.0,0.0,1
F,presencial,RS,1,15,1,37,1,0,1,1,443.0,0.0,0,1,0,0,0,0,0,1,1,0,948.0,3.0,3.0,9.0,2.0,0.0,0.0,1
F,internet,CE,1,10,1,50,2,0,1,0,700.0,0.0,0,1,0,0,0,0,0,0,0,0,604.0,1.0,7.0,16.0,5.0,,,1
F,presencial,MT,1,20,1,24,2,0,1,1,800.0,0.0,1,0,0,0,0,0,0,1,0,0,783.0,2.0,2.0,2.0,5.0,0.0,0.0,0
M,internet,GO,1,20,1,42,2,0,1,0,1350.0,1200.0,1,1,0,0,0,0,0,0,0,0,746.0,2.0,4.0,9.0,5.0,,,1
F,internet,MG,1,10,1,18,2,0,1,0,600.0,0.0,1,1,0,0,0,0,0,0,0,0,371.0,1.0,1.0,9.0,2.0,,,1
F,presencial,SP,2,10,1,89,4,0,1,1,351.0,0.0,0,1,0,0,0,0,0,1,1,0,172.0,1.0,0.0,9.0,1.0,0.0,0.0,1
M,presencial,SP,1,20,1,31,6,0,1,1,1200.0,0.0,1,1,0,0,0,0,0,1,1,0,134.0,1.0,6.0,9.0,2.0,0.0,0.0,1
M,internet,DF,1,15,1,45,1,0,1,0,2264.0,0.0,1,1,0,0,0,0,0,0,0,0,725.0,0.0,6.0,,,,,0
F,presencial,BA,2,15,1,54,2,3,1,1,350.0,0.0,1,0,0,0,0,0,0,1,0,0,428.0,1.0,20.0,0.0,0.0,0.0,0.0,0
F,presencial,BA,1,1,1,47,2,0,1,1,500.0,0.0,0,0,0,1,0,0,0,1,0,0,486.0,1.0,20.0,9.0,4.0,0.0,0.0,1
F,internet,BA,1,10,1,54,1,0,1,0,962.0,0.0,1,1,0,0,0,0,0,0,0,0,411.0,1.0,12.0,9.0,4.0,,,1
F,presencial,CE,1,25,1,23,6,0,1,1,350.0,0.0,1,0,0,0,0,0,0,1,1,0,616.0,1.0,2.0,9.0,2.0,0.0,0.0,1
F,presencial,CE,1,5,1,50,2,1,1,1,904.0,0.0,1,1,0,0,0,0,0,1,0,0,603.0,1.0,20.0,0.0,4.0,0.0,0.0,1
F,internet,SP,2,10,1,57,4,0,1,0,996.0,0.0,1,1,1,1,0,0,0,0,0,0,138.0,1.0,8.0,9.0,1.0,,,0
M,internet,MT,1,10,1,28,1,0,1,0,592.0,0.0,1,1,0,0,0,0,0,0,1,0,788.0,4.0,5.0,9.0,2.0,,,0
F,internet,ES,1,1,1,47,4,0,1,0,400.0,0.0,1,1,0,0,0,0,0,0,1,0,293.0,1.0,20.0,9.0,2.0,,,0
F,internet,PE,1,20,1,37,2,1,1,0,600.0,1558.64,1,1,0,1,0,0,0,0,0,0,558.0,1.0,15.0,9.0,4.0,,,0
M,presencial,SP,1,10,1,56,2,2,1,1,1246.0,0.0,1,1,0,0,0,0,0,1,0,0,708.0,1.0,24.0,9.0,1.0,11.0,0.0,1
F,internet,MT,1,10,1,27,6,0,1,0,380.0,450.0,0,1,0,0,0,0,0,0,1,0,785.0,1.0,2.0,9.0,5.0,,,1
F,presencial,RJ,1,25,1,27,2,0,0,1,1500.0,0.0,1,1,0,0,0,0,0,1,1,0,230.0,1.0,0.0,11.0,2.0,11.0,0.0,0
M,internet,AL,1,20,1,48,2,2,1,0,375.0,0.0,1,1,0,1,0,0,0,0,1,0,570.0,1.0,30.0,9.0,2.0,,,1
M,internet,PR,1,10,1,21,1,0,1,0,900.0,600.0,1,1,1,0,0,0,0,0,1,0,870.0,1.0,10.0,10.0,2.0,,,1
F,internet,DF,1,15,1,29,1,2,1,0,535.0,0.0,1,1,0,0,0,0,0,0,1,0,715.0,2.0,,9.0,2.0,,,1
F,presencial,CE,1,25,1,46,2,2,1,1,350.0,0.0,0,1,0,0,0,0,0,1,0,0,607.0,1.0,15.0,9.0,4.0,0.0,0.0,1
M,internet,CE,1,15,1,41,1,1,1,0,1154.31,0.0,1,1,0,0,0,0,0,0,1,0,600.0,1.0,40.0,9.0,2.0,,,1
F,presencial,MT,1,10,1,48,2,0,1,0,1005.0,0.0,1,0,1,1,0,0,0,1,1,0,780.0,1.0,25.0,9.0,5.0,0.0,0.0,0
F,presencial,CE,1,5,1,37,1,0,1,1,500.0,0.0,1,1,1,0,0,0,0,0,0,0,607.0,1.0,6.0,,,,,1
M,internet,SC,2,20,1,34,1,3,1,0,625.0,0.0,1,1,0,0,0,0,0,0,1,0,880.0,1.0,15.0,9.0,2.0,,,0
F,presencial,BA,1,1,1,44,2,0,1,1,1100.0,0.0,1,1,0,1,0,0,0,1,0,0,440.0,1.0,4.0,2.0,3.0,0.0,4.0,1
F,presencial,GO,1,20,1,51,1,0,1,1,381.0,0.0,1,0,0,0,0,0,0,1,1,0,748.0,1.0,2.0,9.0,2.0,0.0,0.0,0
F,internet,SP,1,15,1,52,2,0,1,0,400.0,0.0,0,1,0,0,0,0,0,0,0,0,131.0,1.0,0.0,,,,,0
M,internet,SP,1,1,1,49,5,0,1,0,1200.0,0.0,1,1,0,0,0,0,0,0,0,0,123.0,2.0,2.0,,,,,0
M,presencial,SP,1,10,1,38,0,2,0,1,1047.0,0.0,1,1,0,0,0,0,0,1,1,0,518.0,1.0,0.0,9.0,2.0,11.0,0.0,0
F,presencial,PE,1,10,1,56,1,0,1,1,4600.0,0.0,1,0,0,1,0,0,0,1,0,0,547.0,0.0,40.0,0.0,4.0,0.0,0.0,0
M,internet,MG,2,15,1,34,1,0,1,0,520.0,0.0,1,1,1,0,0,0,0,0,1,0,380.0,1.0,8.0,9.0,5.0,,,1
F,internet,RS,1,1,1,62,4,0,1,0,800.0,0.0,1,1,0,0,0,0,0,0,0,0,960.0,1.0,0.0,11.0,1.0,11.0,,0
F,internet,PE,1,20,1,25,2,0,1,0,435.0,0.0,1,1,0,0,0,0,0,0,0,0,536.0,1.0,10.0,9.0,2.0,,,0
F,internet,DF,1,10,1,56,1,0,1,0,1735.0,0.0,0,1,0,0,0,0,0,0,0,0,730.0,1.0,,,,,,1
F,internet,PE,1,15,1,61,4,0,1,0,900.0,0.0,0,1,1,0,0,0,0,0,1,0,542.0,1.0,29.0,,,,,1
M,presencial,BA,1,10,1,74,2,1,1,0,407.0,0.0,1,1,0,0,0,0,0,0,0,0,442.0,1.0,,,,,,0
F,presencial,GO,2,10,1,59,5,0,1,1,246.0,0.0,1,1,0,0,0,0,0,0,0,0,740.0,1.0,10.0,9.0,1.0,,,0
M,internet,PE,1,25,1,70,4,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,541.0,1.0,,9.0,1.0,,,1
F,internet,PR,1,25,1,31,2,0,1,0,470.0,0.0,1,1,0,0,0,0,0,0,0,0,850.0,1.0,10.0,2.0,4.0,2.0,3.0,0
F,presencial,SP,1,10,2,37,6,2,1,1,387.0,0.0,1,0,0,0,0,0,0,1,1,0,575.0,1.0,13.0,9.0,2.0,0.0,0.0,0
F,internet,PE,1,5,1,49,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,509.0,1.0,,9.0,4.0,,,0
F,internet,RS,1,25,1,51,1,0,1,0,540.0,0.0,0,1,0,0,0,0,0,0,1,0,935.0,1.0,1.0,11.0,2.0,11.0,,0
F,internet,AL,1,25,1,30,1,0,1,0,1000.0,0.0,1,1,0,0,0,0,0,0,0,0,570.0,1.0,3.0,9.0,4.0,,,1
M,internet,SP,2,10,1,24,2,1,1,0,500.0,0.0,1,1,0,0,0,0,0,0,1,0,876.0,1.0,20.0,9.0,5.0,,,0
M,internet,PB,2,5,1,59,2,1,1,0,1145.0,0.0,0,1,1,1,1,1,0,0,1,0,580.0,1.0,25.0,9.0,2.0,,,1
F,presencial,SP,2,5,1,40,2,0,1,1,350.0,270.0,1,0,0,0,0,0,0,1,0,0,876.0,5.0,5.0,0.0,0.0,0.0,0.0,1
F,internet,GO,1,15,1,47,1,3,1,0,374.0,0.0,1,1,0,0,0,0,0,0,1,0,749.0,1.0,11.0,9.0,2.0,,,0
F,correio,RN,1,5,1,56,4,0,1,0,1366.0,0.0,1,1,0,0,0,0,0,0,0,0,596.0,1.0,1.0,9.0,2.0,11.0,,0
F,internet,CE,1,15,1,38,1,0,1,0,500.0,0.0,1,1,0,0,0,0,0,0,0,0,608.0,1.0,10.0,9.0,2.0,,,1
M,presencial,RS,1,25,1,34,1,0,1,1,929.0,0.0,0,0,0,0,0,0,0,1,1,0,956.0,1.0,21.0,9.0,2.0,0.0,0.0,1
F,internet,ES,2,10,1,35,2,0,1,0,1234.0,0.0,1,1,1,0,0,0,0,0,1,0,291.0,1.0,5.0,9.0,2.0,,,1
F,presencial,MG,2,10,1,18,2,0,1,1,494.0,0.0,1,0,0,0,0,0,0,1,0,0,394.0,1.0,0.0,0.0,0.0,0.0,0.0,1
F,internet,MA,1,20,1,30,1,0,1,0,500.0,0.0,1,1,0,0,0,0,0,0,0,0,659.0,1.0,10.0,9.0,4.0,,,0
F,correio,RN,1,10,1,47,2,4,1,0,731.0,0.0,0,1,0,0,0,0,0,0,1,0,592.0,2.0,,11.0,5.0,11.0,,0
F,presencial,AL,1,15,1,52,2,1,1,1,400.0,0.0,1,0,0,0,0,0,0,1,0,0,570.0,1.0,20.0,9.0,4.0,0.0,0.0,1
F,presencial,PA,1,5,1,46,4,2,1,1,450.0,0.0,0,0,0,0,0,0,0,1,1,0,685.0,1.0,12.0,0.0,1.0,0.0,0.0,1
F,internet,MA,1,15,1,37,2,3,1,0,433.0,0.0,0,1,0,0,0,0,0,0,1,0,659.0,1.0,2.0,9.0,2.0,,,0
F,internet,SP,1,15,1,41,2,0,1,0,1123.0,0.0,1,1,0,0,0,0,0,0,0,0,207.0,2.0,3.0,2.0,4.0,,,0
F,internet,PA,1,5,1,41,1,1,1,0,477.0,0.0,1,1,0,0,0,0,0,0,0,0,670.0,1.0,20.0,,,,,0
F,correio,PE,1,10,1,73,4,0,1,0,251.45,0.0,1,1,0,0,0,0,0,0,1,0,507.0,1.0,1.0,9.0,1.0,11.0,,0
M,presencial,MS,7,5,1,27,1,0,1,1,680.0,0.0,1,0,0,0,0,0,0,1,1,0,795.0,1.0,2.0,9.0,2.0,0.0,0.0,1
F,internet,PR,1,15,1,36,1,0,1,0,440.0,0.0,1,1,0,0,0,0,0,0,0,0,837.0,1.0,,,,,,0
F,internet,PE,1,5,1,41,2,0,1,0,299.0,0.0,1,1,0,0,0,0,0,0,0,0,547.0,1.0,10.0,,4.0,,,0
M,internet,SP,1,10,1,51,2,0,1,0,1094.0,0.0,1,1,1,0,0,0,0,0,1,0,715.0,1.0,21.0,9.0,2.0,,,0
M,internet,AL,1,5,1,42,2,0,1,0,1200.0,0.0,1,1,0,0,0,0,0,0,0,0,571.0,2.0,0.0,8.0,5.0,,,1
F,internet,AL,1,1,1,43,2,0,1,0,450.0,0.0,0,1,1,1,0,0,0,0,0,0,573.0,1.0,10.0,9.0,2.0,,,1
F,internet,CE,1,10,1,62,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,603.0,1.0,3.0,9.0,1.0,,,0
F,internet,ES,1,15,1,19,2,0,1,0,1500.0,0.0,1,1,0,0,0,0,0,0,0,0,294.0,1.0,19.0,9.0,4.0,,,1
F,presencial,SP,2,15,1,27,1,0,1,1,480.0,0.0,1,1,0,0,0,0,0,1,0,0,172.0,1.0,0.0,9.0,2.0,0.0,0.0,0
M,presencial,BA,1,5,1,31,2,0,1,1,681.0,0.0,1,0,0,0,0,0,0,1,1,0,486.0,1.0,5.0,9.0,2.0,9.0,1.0,0
M,internet,PR,1,10,1,26,2,3,1,0,407.0,0.0,1,1,0,0,0,0,0,0,1,0,872.0,1.0,8.0,,,,,1
F,presencial,CE,1,10,1,40,7,2,1,1,350.0,0.0,1,1,0,0,0,0,0,1,1,0,631.0,2.0,1.0,9.0,2.0,0.0,0.0,0
M,presencial,MG,2,10,1,60,2,0,1,1,660.0,0.0,1,1,0,0,0,0,0,0,1,0,379.0,1.0,,11.0,2.0,11.0,,0
F,internet,BA,1,25,1,39,1,2,1,0,300.0,0.0,1,1,0,1,0,0,0,0,0,0,403.0,1.0,12.0,9.0,4.0,,,1
F,presencial,CE,1,10,1,50,2,0,1,1,741.0,0.0,1,1,0,1,0,0,0,1,1,0,628.0,1.0,5.0,9.0,2.0,0.0,0.0,1
M,presencial,RS,1,10,1,39,2,0,1,1,484.0,0.0,1,1,0,0,0,0,0,0,1,0,960.0,1.0,10.0,9.0,5.0,,,0
M,internet,SP,2,10,1,68,2,0,1,0,800.0,0.0,1,1,0,0,0,0,0,0,0,0,186.0,,,9.0,,,,1
F,presencial,RO,1,5,1,29,1,2,0,1,576.0,0.0,1,1,1,0,0,0,0,1,1,0,789.0,1.0,0.0,9.0,2.0,11.0,0.0,0
F,presencial,BA,2,20,1,31,1,0,1,1,396.0,396.0,1,0,0,0,0,0,0,1,1,0,459.0,1.0,2.0,9.0,2.0,0.0,0.0,1
F,internet,SP,2,20,1,29,1,0,1,0,601.0,0.0,1,1,0,0,0,0,0,0,0,0,716.0,5.0,,9.0,2.0,,,0
F,internet,SP,1,5,1,18,1,0,1,0,575.0,0.0,1,1,0,0,0,0,0,0,0,0,352.0,1.0,17.0,9.0,5.0,,,1
M,internet,MG,1,10,1,26,6,0,1,0,555.0,0.0,1,1,0,0,0,0,0,0,1,0,365.0,1.0,10.0,9.0,2.0,,,0
F,internet,PR,1,20,1,20,1,1,1,0,800.0,0.0,1,1,0,0,0,0,0,0,1,0,818.0,2.0,3.0,9.0,2.0,,,1
M,internet,CE,1,10,1,59,2,3,1,0,450.0,0.0,0,1,0,0,0,0,0,0,1,0,619.0,1.0,,,,,,0
F,presencial,TO,2,10,1,30,1,0,0,1,1300.0,0.0,1,1,0,0,0,0,0,1,1,0,774.0,1.0,0.0,9.0,2.0,11.0,0.0,0
F,internet,RS,1,5,1,53,1,0,1,0,933.0,0.0,1,1,1,0,0,0,0,0,1,0,941.0,1.0,18.0,9.0,1.0,,,0
F,presencial,PE,1,5,1,23,1,0,1,1,332.0,0.0,1,0,0,0,0,0,0,1,1,0,551.0,1.0,3.0,0.0,0.0,0.0,0.0,0
F,presencial,MG,1,15,1,68,4,0,1,1,700.0,0.0,0,0,0,0,0,0,0,1,0,0,308.0,1.0,34.0,9.0,1.0,0.0,0.0,0
F,internet,CE,1,1,1,22,1,0,1,0,1000.0,0.0,1,1,0,1,0,0,0,0,0,0,603.0,,,,,,,0
M,internet,CE,2,25,1,19,1,0,1,0,550.0,0.0,1,1,0,0,0,0,0,0,0,0,629.0,1.0,1.0,9.0,2.0,,,1
F,internet,SP,1,10,1,31,1,2,1,0,915.0,0.0,0,1,0,0,0,0,0,0,1,0,712.0,1.0,4.0,9.0,2.0,,,1
F,internet,SP,1,15,1,28,1,4,1,0,750.0,0.0,1,1,0,0,0,0,0,0,1,0,255.0,1.0,12.0,9.0,2.0,,,0
F,presencial,BA,1,1,1,25,1,0,1,1,350.0,0.0,1,0,0,0,0,0,0,1,0,0,455.0,1.0,30.0,0.0,4.0,0.0,0.0,0
F,presencial,PA,1,15,1,50,2,2,1,1,800.0,0.0,1,0,0,0,0,0,0,1,0,0,671.0,1.0,20.0,9.0,4.0,0.0,0.0,1
F,presencial,SP,1,15,1,18,1,0,1,0,403.0,0.0,1,1,0,0,0,0,0,0,0,0,890.0,1.0,19.0,9.0,2.0,,,0
M,internet,RN,1,20,1,22,1,0,1,0,300.0,0.0,1,1,0,0,0,0,0,0,0,0,591.0,1.0,10.0,,,,,1
F,presencial,MG,1,10,1,46,2,3,1,1,350.0,0.0,1,1,0,0,0,0,0,1,0,0,351.0,1.0,30.0,9.0,5.0,0.0,0.0,0
F,internet,SP,2,25,1,19,1,0,1,0,450.0,0.0,1,1,0,0,0,0,0,0,0,0,171.0,1.0,,,,,,1
F,presencial,RJ,1,20,1,30,1,0,1,1,424.0,0.0,1,1,1,0,0,0,0,1,1,0,280.0,1.0,30.0,9.0,2.0,0.0,0.0,1
M,internet,AL,1,15,1,28,2,0,1,0,491.0,0.0,1,1,0,0,0,0,0,0,1,0,570.0,1.0,3.0,9.0,2.0,,,1
F,internet,SP,2,15,1,49,2,0,1,0,495.0,0.0,1,1,0,0,0,0,0,0,0,0,113.0,1.0,1.0,,,,,0
M,internet,RS,1,15,1,40,2,2,1,1,1192.0,0.0,1,1,0,0,0,0,0,0,1,0,976.0,2.0,1.0,11.0,2.0,11.0,,0
F,internet,SP,1,25,1,35,2,0,1,0,2000.0,0.0,1,1,0,1,0,0,0,0,0,0,712.0,1.0,30.0,9.0,2.0,,,0
F,presencial,BA,1,15,1,66,4,0,1,1,1000.0,0.0,1,0,0,0,0,0,0,1,0,0,403.0,1.0,5.0,9.0,1.0,0.0,0.0,1
F,internet,CE,2,15,1,27,2,2,1,0,240.0,0.0,1,1,0,0,0,0,0,0,1,0,625.0,1.0,1.0,9.0,5.0,,,1
M,internet,AL,1,10,1,49,2,0,1,0,500.0,0.0,1,1,0,0,0,0,0,0,0,0,570.0,1.0,30.0,9.0,4.0,,,0
F,internet,BA,1,25,1,45,1,2,1,0,600.0,0.0,1,1,1,1,0,0,0,0,0,0,440.0,1.0,2.0,2.0,4.0,,,1
M,presencial,RN,1,15,1,47,5,0,1,1,333.0,0.0,0,1,0,0,0,0,0,1,1,0,590.0,1.0,5.0,9.0,2.0,0.0,0.0,0
F,internet,RS,1,5,1,25,1,0,1,0,661.0,0.0,1,1,0,0,0,0,0,0,1,0,915.0,,6.0,9.0,5.0,,,1
M,presencial,RJ,1,5,1,45,2,1,1,0,1050.0,0.0,1,1,1,0,0,0,0,1,1,0,235.0,1.0,30.0,9.0,5.0,0.0,0.0,1
F,internet,MG,1,15,1,59,2,0,1,0,427.06,0.0,1,1,0,0,0,0,0,0,0,0,321.0,1.0,30.0,9.0,4.0,,,0
F,internet,RS,1,10,1,37,2,0,1,0,661.0,0.0,0,1,0,0,0,0,0,0,1,0,932.0,5.0,37.0,9.0,2.0,,,1
F,internet,SP,1,15,1,57,4,0,1,0,795.0,0.0,1,1,0,0,0,0,0,0,0,0,578.0,2.0,7.0,9.0,1.0,,,0
F,correio,RS,1,15,1,30,2,0,1,0,421.0,0.0,1,1,0,0,0,0,0,0,1,0,950.0,1.0,1.0,11.0,2.0,11.0,,1
F,internet,RS,1,10,1,31,1,0,1,0,491.0,0.0,1,1,0,0,0,0,0,0,0,0,973.0,1.0,12.0,9.0,2.0,,,0
M,presencial,RS,1,15,1,67,2,1,1,1,500.0,0.0,1,0,0,0,0,0,0,1,0,0,960.0,1.0,40.0,9.0,1.0,0.0,0.0,0
M,presencial,PA,1,10,1,67,1,0,1,1,351.0,0.0,0,0,0,0,0,0,0,1,0,0,661.0,1.0,30.0,0.0,1.0,0.0,0.0,1
M,presencial,AM,1,5,1,43,2,2,1,1,844.0,0.0,1,0,1,0,0,0,0,1,0,0,690.0,1.0,16.0,8.0,4.0,0.0,0.0,0
F,internet,GO,2,15,1,44,5,0,1,1,817.0,0.0,1,1,1,0,0,0,0,0,1,0,756.0,1.0,3.0,9.0,2.0,,,0
M,internet,MA,1,10,1,37,2,2,1,0,565.0,0.0,1,1,0,0,0,0,0,0,1,0,659.0,2.0,1.0,9.0,5.0,,,0
F,internet,RN,1,10,1,27,2,0,1,0,518.0,0.0,0,1,0,0,0,0,0,0,0,0,591.0,1.0,9.0,9.0,2.0,,,1
F,internet,BA,2,25,1,54,2,0,1,0,360.0,0.0,0,1,0,0,0,0,0,0,0,0,452.0,1.0,5.0,,5.0,,,1
F,presencial,SP,1,15,1,37,2,2,1,1,260.0,0.0,1,1,0,0,0,0,0,1,0,0,814.0,1.0,10.0,9.0,2.0,0.0,0.0,0
F,presencial,PA,1,25,1,22,0,0,0,1,469.0,0.0,1,1,0,0,0,0,0,1,1,0,660.0,1.0,0.0,9.0,2.0,11.0,0.0,0
F,internet,RS,1,5,1,29,4,1,1,0,650.0,0.0,1,1,0,0,0,0,0,0,0,0,948.0,1.0,9.0,,,,,0
F,internet,PE,1,5,1,29,1,2,1,0,500.0,0.0,1,1,0,0,0,0,0,0,0,0,555.0,1.0,5.0,,4.0,,,1
F,internet,CE,1,25,1,18,6,1,1,0,380.0,0.0,1,1,0,0,0,0,0,0,0,0,616.0,5.0,6.0,2.0,4.0,,,1
F,presencial,PB,1,25,1,24,1,0,1,1,350.0,0.0,1,0,0,0,0,0,0,1,1,0,583.0,4.0,4.0,9.0,2.0,0.0,0.0,1
M,internet,SP,1,25,1,28,6,1,1,0,1200.0,0.0,1,1,0,0,0,0,0,0,1,0,641.0,1.0,4.0,9.0,5.0,,,1
M,internet,MG,1,5,1,46,1,0,1,0,646.0,0.0,1,1,0,0,0,0,0,0,0,0,384.0,1.0,11.0,9.0,2.0,,,1
F,internet,RS,1,10,1,70,4,3,1,0,592.0,2800.0,1,1,0,0,0,0,0,0,0,0,968.0,1.0,29.0,6.0,1.0,,,0
F,internet,BA,1,10,1,26,1,1,1,0,380.0,0.0,1,1,0,0,0,0,0,0,0,0,483.0,1.0,17.0,9.0,1.0,,,0
M,presencial,BA,1,10,1,58,2,0,1,1,350.0,0.0,1,0,0,0,0,0,0,1,0,0,450.0,1.0,18.0,0.0,0.0,0.0,0.0,0
F,presencial,SP,1,25,1,32,2,0,1,1,1350.0,0.0,1,1,0,0,0,0,0,1,1,0,147.0,1.0,0.0,0.0,0.0,0.0,0.0,1
M,presencial,RS,1,5,1,54,2,1,1,1,1447.0,0.0,0,0,1,1,0,0,0,1,0,0,965.0,1.0,51.0,9.0,1.0,0.0,0.0,0
F,internet,PA,1,5,1,33,2,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,684.0,1.0,2.0,9.0,2.0,,,0
F,internet,CE,1,5,1,41,1,0,1,0,600.0,0.0,1,1,0,0,0,0,0,0,1,0,616.0,0.0,20.0,,,,,0
F,internet,AM,1,15,1,26,1,0,1,0,400.0,0.0,1,1,0,0,0,0,0,0,0,0,690.0,1.0,26.0,9.0,5.0,,,1
M,internet,SP,2,10,1,36,2,5,1,0,940.0,0.0,1,1,0,0,0,0,0,0,0,0,981.0,1.0,9.0,,,,,1
F,presencial,SP,1,15,1,41,1,2,1,1,586.0,0.0,1,0,0,0,0,0,0,1,0,0,727.0,1.0,10.0,9.0,1.0,0.0,0.0,0
F,internet,GO,1,10,1,33,2,0,1,0,800.0,0.0,1,1,0,0,0,0,0,0,0,0,749.0,1.0,4.0,9.0,4.0,,,1
F,internet,RJ,1,25,1,39,2,1,1,0,500.0,0.0,1,1,1,0,0,0,0,0,0,0,250.0,1.0,18.0,9.0,5.0,,,1
M,presencial,SP,2,5,1,31,1,0,1,1,1835.0,0.0,1,0,0,1,0,0,0,1,1,0,494.0,1.0,5.0,7.0,2.0,0.0,0.0,1
F,internet,BA,1,25,1,72,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,412.0,2.0,0.0,9.0,1.0,,,0
F,presencial,RS,1,10,1,25,1,0,1,1,572.0,0.0,1,0,0,0,0,0,0,1,1,0,960.0,1.0,25.0,13.0,2.0,0.0,0.0,1
F,internet,PI,1,25,1,41,2,0,1,0,525.27,0.0,0,1,0,0,0,0,0,0,1,0,642.0,1.0,2.0,,2.0,,,0
M,internet,MA,1,10,1,22,1,0,1,0,373.0,0.0,1,1,1,1,0,0,0,0,1,0,650.0,1.0,16.0,9.0,2.0,,,1
M,internet,BA,2,10,1,32,6,4,1,0,641.56,0.0,1,1,0,0,0,0,0,0,1,0,459.0,1.0,0.0,9.0,2.0,,,1
M,correio,CE,1,5,1,45,1,0,1,0,69.0,0.0,1,1,0,0,0,0,0,0,0,0,600.0,1.0,1.0,9.0,1.0,11.0,,1
F,presencial,RN,1,10,1,68,2,0,1,1,260.0,0.0,1,0,0,0,0,0,0,1,0,0,596.0,1.0,16.0,9.0,1.0,0.0,0.0,1
F,internet,RJ,1,5,1,39,1,0,1,0,454.0,0.0,1,1,0,0,0,0,0,0,0,0,289.0,1.0,30.0,,,,,0
M,internet,CE,1,20,1,38,2,1,1,0,400.0,0.0,1,1,0,1,0,0,0,0,0,0,628.0,1.0,5.0,9.0,4.0,,,0
F,internet,SP,1,5,1,53,2,1,1,0,676.97,0.0,1,1,0,0,0,0,0,0,0,0,714.0,1.0,4.0,11.0,,,,0
M,presencial,RS,1,5,1,49,2,0,1,1,750.0,1000.0,1,0,0,0,0,0,0,1,1,0,956.0,1.0,49.0,9.0,5.0,0.0,0.0,0
M,internet,SP,1,15,1,47,2,0,1,0,1323.57,0.0,1,1,0,1,0,0,0,0,0,0,660.0,2.0,2.0,9.0,2.0,,,0
F,internet,RN,1,5,1,40,2,2,1,0,521.0,0.0,1,1,0,0,0,0,0,0,1,0,596.0,1.0,2.0,9.0,2.0,,,0
F,presencial,RJ,1,10,1,43,1,0,1,1,513.0,0.0,1,1,0,0,0,0,0,1,1,0,218.0,1.0,10.0,9.0,2.0,0.0,0.0,0
F,internet,RN,1,10,1,18,1,0,1,0,401.0,0.0,1,1,0,0,0,0,0,0,0,0,594.0,5.0,9.0,,,,,0
F,presencial,PA,1,15,1,17,1,0,1,1,316.0,0.0,1,1,0,0,0,0,0,1,0,0,684.0,5.0,10.0,9.0,2.0,11.0,0.0,1
F,presencial,SP,1,10,1,36,1,2,1,0,1400.0,0.0,1,1,1,0,0,0,0,1,1,0,131.0,1.0,6.0,0.0,0.0,0.0,0.0,1
F,presencial,RS,1,5,1,31,5,0,1,1,557.0,0.0,1,0,0,0,0,0,0,1,1,0,963.0,1.0,30.0,12.0,2.0,0.0,0.0,1
F,internet,RS,1,10,1,39,5,1,1,0,380.0,0.0,1,1,0,0,0,0,0,0,1,0,995.0,1.0,16.0,9.0,5.0,,,0
